"","sid","block_n","snb","bid","b2_bid","s1_rp","s2_rp","outcome","rt","profit","out_bool","cond","out_prev","out_aprev","bid_prev","bid_aprev","bid_next","bid_anext","dl"
"3813","c14_tlevina",31,"SC",8,NA,2,3.5,"accept",8901,2,TRUE,"c",1,0,7.9,7.8,8,NA,0
"3814","c14_tlevina",32,"NC",7.6,NA,3,NA,"reject",7609,0,FALSE,"c",1,1,7.5,8,7.8,NA,0
"3815","c14_tlevina",32,"BC",8.2,7.8,5,NA,"accept",6702,1.8,TRUE,"c",0,0,7.8,7.6,7.7,NA,1
"3816","c14_tlevina",32,"SC",8,NA,3.9,0.1,"accept",8672,2,TRUE,"c",1,1,8,8.2,7.4,NA,1
"3817","c14_tlevina",33,"NC",7.8,NA,6.9,NA,"accept",8944,2.2,TRUE,"c",0,1,7.6,8,7.6,NA,1
"3818","c14_tlevina",33,"BC",7.7,7.9,5,NA,"accept",10234,2.3,TRUE,"c",1,1,8.2,7.8,8.6,NA,1
"3819","c14_tlevina",33,"SC",7.4,NA,3.2,2,"accept",9470,2.6,TRUE,"c",1,1,8,7.7,7.9,NA,1
"3820","c14_tlevina",34,"NC",7.6,NA,3.1,NA,"reject",7406,0,FALSE,"c",1,1,7.8,7.4,8,NA,1
"3821","c14_tlevina",34,"BC",8.6,8.5,0.1,NA,"accept",6965,1.4,TRUE,"c",1,0,7.7,7.6,8.5,NA,0
"3822","c14_tlevina",34,"SC",7.9,NA,3.5,0,"accept",8706,2.1,TRUE,"c",1,1,7.4,8.6,7.6,NA,0
"3823","c14_tlevina",35,"NC",8,NA,0,NA,"reject",9130,0,FALSE,"c",0,1,7.6,7.9,8.3,NA,1
"3824","c14_tlevina",35,"BC",8.5,8.4,4.5,NA,"accept",6794,1.5,TRUE,"c",1,0,8.6,8,8.5,NA,1
"3825","c14_tlevina",35,"SC",7.6,NA,2.8,0.3,"reject",8698,0,FALSE,"c",1,1,7.9,8.5,7.3,NA,1
"3826","c14_tlevina",36,"NC",8.3,NA,4,NA,"reject",8632,0,FALSE,"c",0,0,8,7.6,8.4,NA,1
"3827","c14_tlevina",36,"BC",8.5,8.3,3.5,NA,"accept",7247,1.5,TRUE,"c",1,0,8.5,8.3,8.1,NA,1
"3828","c14_tlevina",36,"SC",7.3,NA,3.6,0,"reject",9818,0,FALSE,"c",0,1,7.6,8.5,7.8,NA,0
"3829","c14_tlevina",37,"NC",8.4,NA,7.2,NA,"accept",9570,1.6,TRUE,"c",0,0,8.3,7.3,8.4,NA,1
"3830","c14_tlevina",37,"BC",8.1,8,7,NA,"accept",9130,1.9,TRUE,"c",1,1,8.5,8.4,8.4,NA,1
"3831","c14_tlevina",37,"SC",7.8,NA,3,0,"reject",8416,0,FALSE,"c",0,1,7.3,8.1,8.2,NA,1
"3832","c14_tlevina",38,"NC",8.4,NA,2,NA,"accept",7179,1.6,TRUE,"c",1,0,8.4,7.8,8.2,NA,1
"3833","c14_tlevina",38,"BC",8.4,8.1,0.1,NA,"accept",8806,1.6,TRUE,"c",1,1,8.1,8.4,8.3,NA,0
"3834","c14_tlevina",38,"SC",8.2,NA,2.8,0.1,"accept",7964,1.8,TRUE,"c",0,1,7.8,8.4,8.2,NA,1
"3835","c14_tlevina",39,"NC",8.2,NA,0,NA,"accept",8749,1.8,TRUE,"c",1,1,8.4,8.2,8,NA,1
"3836","c14_tlevina",39,"BC",8.3,7.6,0.1,NA,"accept",8290,1.7,TRUE,"c",1,1,8.4,8.2,8.4,NA,1
"3837","c14_tlevina",39,"SC",8.2,NA,3.6,4,"accept",9320,1.8,TRUE,"c",1,1,8.2,8.3,8.1,NA,1
"3838","c14_tlevina",40,"NC",8,NA,6,NA,"reject",9425,0,FALSE,"c",1,1,8.2,8.2,NA,NA,1
"3839","c14_tlevina",40,"BC",8.4,8,7.5,NA,"accept",8234,1.6,TRUE,"c",1,0,8.3,8,NA,NA,0
"3840","c14_tlevina",40,"SC",8.1,NA,3.9,0,"accept",7249,1.9,TRUE,"c",1,1,8.2,8.4,NA,NA,1
"3841","c15_emoskovchenko",1,"SC",4.1,NA,3.5,3.5,"accept",8725,5.9,TRUE,"c",NA,NA,NA,NA,3.8,NA,NA
"3842","c15_emoskovchenko",1,"NC",5.4,NA,3,NA,"accept",6701,4.6,TRUE,"c",NA,1,NA,4.1,4.9,NA,NA
"3843","c15_emoskovchenko",1,"BC",3.5,4.3,5,NA,"accept",6610,6.5,TRUE,"c",NA,1,NA,5.4,4.1,NA,NA
"3844","c15_emoskovchenko",2,"SC",3.8,NA,4.8,3.1,"reject",9014,0,FALSE,"c",1,1,4.1,3.5,3.7,NA,1
"3845","c15_emoskovchenko",2,"NC",4.9,NA,5.3,NA,"reject",6112,0,FALSE,"c",1,0,5.4,3.8,7,NA,1
"3846","c15_emoskovchenko",2,"BC",4.1,5,6.8,NA,"accept",7384,5.9,TRUE,"c",1,0,3.5,4.9,5.7,NA,0
"3847","c15_emoskovchenko",3,"SC",3.7,NA,1,5.2,"reject",6040,0,FALSE,"c",0,1,3.8,4.1,6.6,NA,0
"3848","c15_emoskovchenko",3,"NC",7,NA,5.9,NA,"accept",6415,3,TRUE,"c",0,0,4.9,3.7,5.8,NA,1
"3849","c15_emoskovchenko",3,"BC",5.7,6,2,NA,"reject",7450,0,FALSE,"c",1,1,4.1,7,3.2,NA,0
"3850","c15_emoskovchenko",4,"SC",6.6,NA,3.6,4.6,"accept",5498,3.4,TRUE,"c",0,0,3.7,5.7,3.9,NA,1
"3851","c15_emoskovchenko",4,"NC",5.8,NA,4.6,NA,"reject",6220,0,FALSE,"c",1,1,7,6.6,3.7,NA,1
"3852","c15_emoskovchenko",4,"BC",3.2,6,6.8,NA,"reject",6280,0,FALSE,"c",0,0,5.7,5.8,6.5,NA,0
"3853","c15_emoskovchenko",5,"SC",3.9,NA,0.2,0.1,"reject",7423,0,FALSE,"c",1,0,6.6,3.2,5.9,NA,1
"3854","c15_emoskovchenko",5,"NC",3.7,NA,6.9,NA,"reject",6982,0,FALSE,"c",0,0,5.8,3.9,8.6,NA,0
"3855","c15_emoskovchenko",5,"BC",6.5,7,2,NA,"reject",5767,0,FALSE,"c",0,0,3.2,3.7,6.2,NA,1
"3856","c15_emoskovchenko",6,"SC",5.9,NA,6.1,4.9,"reject",5671,0,FALSE,"c",0,0,3.9,6.5,6.3,NA,1
"3857","c15_emoskovchenko",6,"NC",8.6,NA,6.9,NA,"accept",6642,1.4,TRUE,"c",0,0,3.7,5.9,4.4,NA,1
"3858","c15_emoskovchenko",6,"BC",6.2,7.5,5,NA,"accept",5665,3.8,TRUE,"c",0,1,6.5,8.6,5.2,NA,0
"3859","c15_emoskovchenko",7,"SC",6.3,NA,4,0.1,"reject",6469,0,FALSE,"c",0,1,5.9,6.2,4,NA,1
"3860","c15_emoskovchenko",7,"NC",4.4,NA,6.9,NA,"accept",6274,5.6,TRUE,"c",1,0,8.6,6.3,5.8,NA,1
"3861","c15_emoskovchenko",7,"BC",5.2,7.5,4,NA,"reject",5982,0,FALSE,"c",1,1,6.2,4.4,7.6,NA,1
"3862","c15_emoskovchenko",8,"SC",4,NA,1,3.6,"reject",7358,0,FALSE,"c",0,0,6.3,5.2,5.6,NA,0
"3863","c15_emoskovchenko",8,"NC",5.8,NA,8.7,NA,"reject",6272,0,FALSE,"c",1,0,4.4,4,7,NA,0
"3864","c15_emoskovchenko",8,"BC",7.6,8.3,5.3,NA,"accept",8792,2.4,TRUE,"c",0,0,5.2,5.8,7.4,NA,1
"3865","c15_emoskovchenko",9,"SC",5.6,NA,3.2,4.8,"accept",6494,4.4,TRUE,"c",0,1,4,7.6,6.7,NA,1
"3866","c15_emoskovchenko",9,"NC",7,NA,0,NA,"accept",5992,3,TRUE,"c",0,1,5.8,5.6,7.2,NA,1
"3867","c15_emoskovchenko",9,"BC",7.4,7.9,2.9,NA,"accept",6813,2.6,TRUE,"c",1,1,7.6,7,4.4,NA,1
"3868","c15_emoskovchenko",10,"SC",6.7,NA,3.2,0,"reject",5373,0,FALSE,"c",1,1,5.6,7.4,4.9,NA,0
"3869","c15_emoskovchenko",10,"NC",7.2,NA,3.7,NA,"reject",5796,0,FALSE,"c",1,0,7,6.7,6.3,NA,0
"3870","c15_emoskovchenko",10,"BC",4.4,8.2,0,NA,"reject",6190,0,FALSE,"c",1,0,7.4,7.2,6,NA,1
"3871","c15_emoskovchenko",11,"SC",4.9,NA,3.3,3.5,"accept",6855,5.1,TRUE,"c",0,0,6.7,4.4,2.2,NA,0
"3872","c15_emoskovchenko",11,"NC",6.3,NA,4.5,NA,"accept",6307,3.7,TRUE,"c",0,1,7.2,4.9,3.4,NA,0
"3873","c15_emoskovchenko",11,"BC",6,7.9,0,NA,"reject",6206,0,FALSE,"c",0,1,4.4,6.3,4.9,NA,1
"3874","c15_emoskovchenko",12,"SC",2.2,NA,2.8,4.6,"reject",7682,0,FALSE,"c",1,0,4.9,6,7,NA,1
"3875","c15_emoskovchenko",12,"NC",3.4,NA,4.2,NA,"accept",6119,6.6,TRUE,"c",1,0,6.3,2.2,6.4,NA,1
"3876","c15_emoskovchenko",12,"BC",4.9,8.9,3.5,NA,"reject",6267,0,FALSE,"c",0,1,6,3.4,7.2,NA,0
"3877","c15_emoskovchenko",13,"SC",7,NA,2.2,0.1,"accept",5867,3,TRUE,"c",0,0,2.2,4.9,7.1,NA,1
"3878","c15_emoskovchenko",13,"NC",6.4,NA,2,NA,"accept",5787,3.6,TRUE,"c",1,1,3.4,7,6,NA,0
"3879","c15_emoskovchenko",13,"BC",7.2,8.2,4.5,NA,"accept",5849,2.8,TRUE,"c",0,1,4.9,6.4,7.1,NA,1
"3880","c15_emoskovchenko",14,"SC",7.1,NA,4,0,"reject",6038,0,FALSE,"c",1,1,7,7.2,2.3,NA,0
"3881","c15_emoskovchenko",14,"NC",6,NA,3.8,NA,"accept",6100,4,TRUE,"c",1,0,6.4,7.1,6.5,NA,1
"3882","c15_emoskovchenko",14,"BC",7.1,8.1,6.9,NA,"accept",5905,2.9,TRUE,"c",1,1,7.2,6,4.7,NA,1
"3883","c15_emoskovchenko",15,"SC",2.3,NA,2.8,0.1,"accept",5627,7.7,TRUE,"c",0,1,7.1,7.1,5.7,NA,0
"3884","c15_emoskovchenko",15,"NC",6.5,NA,1.8,NA,"accept",6087,3.5,TRUE,"c",1,1,6,2.3,5.5,NA,0
"3885","c15_emoskovchenko",15,"BC",4.7,8.4,7,NA,"accept",6086,5.3,TRUE,"c",1,1,7.1,6.5,7,NA,1
"3886","c15_emoskovchenko",16,"SC",5.7,NA,2,0.1,"reject",5855,0,FALSE,"c",1,1,2.3,4.7,7.4,NA,0
"3887","c15_emoskovchenko",16,"NC",5.5,NA,1.3,NA,"reject",6240,0,FALSE,"c",1,0,6.5,5.7,5.6,NA,1
"3888","c15_emoskovchenko",16,"BC",7,8.1,7.5,NA,"accept",6266,3,TRUE,"c",1,0,4.7,5.5,5.8,NA,0
"3889","c15_emoskovchenko",17,"SC",7.4,NA,3.1,3,"accept",6227,2.6,TRUE,"c",0,1,5.7,7,5,NA,1
"3890","c15_emoskovchenko",17,"NC",5.6,NA,3,NA,"accept",5778,4.4,TRUE,"c",0,1,5.5,7.4,5.2,NA,1
"3891","c15_emoskovchenko",17,"BC",5.8,8.6,7.9,NA,"reject",6512,0,FALSE,"c",1,1,7,5.6,4.7,NA,1
"3892","c15_emoskovchenko",18,"SC",5,NA,3,3.4,"reject",6510,0,FALSE,"c",1,0,7.4,5.8,3.9,NA,1
"3893","c15_emoskovchenko",18,"NC",5.2,NA,5.6,NA,"accept",6076,4.8,TRUE,"c",1,0,5.6,5,5,NA,1
"3894","c15_emoskovchenko",18,"BC",4.7,8.1,0,NA,"reject",5861,0,FALSE,"c",0,1,5.8,5.2,4.7,NA,0
"3895","c15_emoskovchenko",19,"SC",3.9,NA,0.5,0,"accept",6505,6.1,TRUE,"c",0,0,5,4.7,3.9,NA,0
"3896","c15_emoskovchenko",19,"NC",5,NA,4,NA,"accept",6603,5,TRUE,"c",1,1,5.2,3.9,7,NA,1
"3897","c15_emoskovchenko",19,"BC",4.7,8.7,0,NA,"reject",6698,0,FALSE,"c",0,1,4.7,5,5.7,NA,0
"3898","c15_emoskovchenko",20,"SC",3.9,NA,3.2,3.8,"reject",6314,0,FALSE,"c",1,0,3.9,4.7,4.8,NA,1
"3899","c15_emoskovchenko",20,"NC",7,NA,0,NA,"reject",6029,0,FALSE,"c",1,0,5,3.9,7.1,NA,0
"3900","c15_emoskovchenko",20,"BC",5.7,8.1,7,NA,"reject",5636,0,FALSE,"c",0,0,4.7,7,6.1,NA,1
"3901","c15_emoskovchenko",21,"SC",4.8,NA,2.9,0,"accept",5476,5.2,TRUE,"c",0,0,3.9,5.7,8.3,NA,1
"3902","c15_emoskovchenko",21,"NC",7.1,NA,3.9,NA,"reject",5839,0,FALSE,"c",0,1,7,4.8,5.3,NA,1
"3903","c15_emoskovchenko",21,"BC",6.1,8.6,0.8,NA,"reject",6240,0,FALSE,"c",0,0,5.7,7.1,7.3,NA,1
"3904","c15_emoskovchenko",22,"SC",8.3,NA,1.9,0,"accept",6493,1.7,TRUE,"c",1,0,4.8,6.1,4.8,NA,0
"3905","c15_emoskovchenko",22,"NC",5.3,NA,3.8,NA,"accept",7555,4.7,TRUE,"c",0,1,7.1,8.3,5.2,NA,0
"3906","c15_emoskovchenko",22,"BC",7.3,9.3,0,NA,"reject",5547,0,FALSE,"c",0,1,6.1,5.3,6.4,NA,1
"3907","c15_emoskovchenko",23,"SC",4.8,NA,4.8,3.5,"accept",6444,5.2,TRUE,"c",1,0,8.3,7.3,7,NA,1
"3908","c15_emoskovchenko",23,"NC",5.2,NA,0.1,NA,"accept",6873,4.8,TRUE,"c",1,1,5.3,4.8,4.7,NA,1
"3909","c15_emoskovchenko",23,"BC",6.4,8.2,0.8,NA,"reject",5005,0,FALSE,"c",0,1,7.3,5.2,7.5,NA,0
"3910","c15_emoskovchenko",24,"SC",7,NA,1,3,"accept",8270,3,TRUE,"c",1,0,4.8,6.4,4.9,NA,0
"3911","c15_emoskovchenko",24,"NC",4.7,NA,6,NA,"accept",5851,5.3,TRUE,"c",1,1,5.2,7,7.1,NA,1
"3912","c15_emoskovchenko",24,"BC",7.5,7.5,7.9,NA,"accept",5807,2.5,TRUE,"c",0,1,6.4,4.7,6.5,NA,1
"3913","c15_emoskovchenko",25,"SC",4.9,NA,3.5,3.5,"accept",7925,5.1,TRUE,"c",1,1,7,7.5,4.1,NA,1
"3914","c15_emoskovchenko",25,"NC",7.1,NA,3,NA,"accept",6437,2.9,TRUE,"c",1,1,4.7,4.9,5.1,NA,0
"3915","c15_emoskovchenko",25,"BC",6.5,4.3,5,NA,"accept",5765,3.5,TRUE,"c",1,1,7.5,7.1,6.3,NA,1
"3916","c15_emoskovchenko",26,"SC",4.1,NA,4.8,3.1,"accept",5965,5.9,TRUE,"c",1,1,4.9,6.5,7.2,NA,1
"3917","c15_emoskovchenko",26,"NC",5.1,NA,5.3,NA,"reject",6174,0,FALSE,"c",1,1,7.1,4.1,6.1,NA,1
"3918","c15_emoskovchenko",26,"BC",6.3,5,6.8,NA,"reject",7445,0,FALSE,"c",1,0,6.5,5.1,6.7,NA,1
"3919","c15_emoskovchenko",27,"SC",7.2,NA,1,5.2,"accept",5602,2.8,TRUE,"c",1,0,4.1,6.3,3.2,NA,0
"3920","c15_emoskovchenko",27,"NC",6.1,NA,5.9,NA,"accept",5925,3.9,TRUE,"c",0,1,5.1,7.2,6.1,NA,1
"3921","c15_emoskovchenko",27,"BC",6.7,6,2,NA,"accept",5614,3.3,TRUE,"c",0,1,6.3,6.1,4.3,NA,1
"3922","c15_emoskovchenko",28,"SC",3.2,NA,3.6,4.6,"reject",6026,0,FALSE,"c",1,1,7.2,6.7,5.6,NA,1
"3923","c15_emoskovchenko",28,"NC",6.1,NA,4.6,NA,"reject",7889,0,FALSE,"c",1,0,6.1,3.2,6.3,NA,1
"3924","c15_emoskovchenko",28,"BC",4.3,6,6.8,NA,"reject",6266,0,FALSE,"c",1,0,6.7,6.1,6.3,NA,1
"3925","c15_emoskovchenko",29,"SC",5.6,NA,0.2,0.1,"reject",6383,0,FALSE,"c",0,0,3.2,4.3,5.5,NA,1
"3926","c15_emoskovchenko",29,"NC",6.3,NA,6.9,NA,"reject",7207,0,FALSE,"c",0,0,6.1,5.6,7.5,NA,1
"3927","c15_emoskovchenko",29,"BC",6.3,7,2,NA,"accept",6780,3.7,TRUE,"c",0,0,4.3,6.3,6,NA,1
"3928","c15_emoskovchenko",30,"SC",5.5,NA,6.1,4.9,"accept",6668,4.5,TRUE,"c",0,1,5.6,6.3,7.1,NA,0
"3929","c15_emoskovchenko",30,"NC",7.5,NA,6.9,NA,"accept",6008,2.5,TRUE,"c",0,1,6.3,5.5,4.5,NA,1
"3930","c15_emoskovchenko",30,"BC",6,7.5,5,NA,"accept",6222,4,TRUE,"c",1,1,6.3,7.5,4.4,NA,1
"3931","c15_emoskovchenko",31,"SC",7.1,NA,4,0.1,"accept",6210,2.9,TRUE,"c",1,1,5.5,6,7.6,NA,0
"3932","c15_emoskovchenko",31,"NC",4.5,NA,6.9,NA,"accept",7435,5.5,TRUE,"c",1,1,7.5,7.1,4.7,NA,1
"3933","c15_emoskovchenko",31,"BC",4.4,7.5,4,NA,"reject",6234,0,FALSE,"c",1,1,6,4.5,7.8,NA,1
"3934","c15_emoskovchenko",32,"SC",7.6,NA,1,3.6,"accept",5766,2.4,TRUE,"c",1,0,7.1,4.4,4.9,NA,0
"3935","c15_emoskovchenko",32,"NC",4.7,NA,8.7,NA,"reject",7057,0,FALSE,"c",1,1,4.5,7.6,4.3,NA,0
"3936","c15_emoskovchenko",32,"BC",7.8,8.3,5.3,NA,"reject",5502,0,FALSE,"c",0,0,4.4,4.7,6.8,NA,1
"3937","c15_emoskovchenko",33,"SC",4.9,NA,3.2,4.8,"accept",6541,5.1,TRUE,"c",1,0,7.6,7.8,4.7,NA,1
"3938","c15_emoskovchenko",33,"NC",4.3,NA,0,NA,"accept",6579,5.7,TRUE,"c",0,1,4.7,4.9,5.7,NA,0
"3939","c15_emoskovchenko",33,"BC",6.8,7.9,2.9,NA,"accept",6677,3.2,TRUE,"c",0,1,7.8,4.3,5.1,NA,0
"3940","c15_emoskovchenko",34,"SC",4.7,NA,3.2,0,"accept",6740,5.3,TRUE,"c",1,1,4.9,6.8,7,NA,1
"3941","c15_emoskovchenko",34,"NC",5.7,NA,3.7,NA,"accept",6693,4.3,TRUE,"c",1,1,4.3,4.7,4.7,NA,0
"3942","c15_emoskovchenko",34,"BC",5.1,8.2,0,NA,"reject",6904,0,FALSE,"c",1,1,6.8,5.7,3.7,NA,1
"3943","c15_emoskovchenko",35,"SC",7,NA,3.3,3.5,"accept",8219,3,TRUE,"c",1,0,4.7,5.1,7.1,NA,0
"3944","c15_emoskovchenko",35,"NC",4.7,NA,4.5,NA,"accept",6157,5.3,TRUE,"c",1,1,5.7,7,5.6,NA,1
"3945","c15_emoskovchenko",35,"BC",3.7,7.9,0,NA,"reject",7062,0,FALSE,"c",0,1,5.1,4.7,5.8,NA,0
"3946","c15_emoskovchenko",36,"SC",7.1,NA,2.8,4.6,"accept",6064,2.9,TRUE,"c",1,0,7,3.7,3.3,NA,0
"3947","c15_emoskovchenko",36,"NC",5.6,NA,4.2,NA,"reject",5660,0,FALSE,"c",1,1,4.7,7.1,4.3,NA,0
"3948","c15_emoskovchenko",36,"BC",5.8,8.9,3.5,NA,"accept",7001,4.2,TRUE,"c",0,0,3.7,5.6,4.3,NA,1
"3949","c15_emoskovchenko",37,"SC",3.3,NA,2.2,0.1,"accept",6099,6.7,TRUE,"c",1,1,7.1,5.8,4.7,NA,1
"3950","c15_emoskovchenko",37,"NC",4.3,NA,2,NA,"accept",6097,5.7,TRUE,"c",0,1,5.6,3.3,4.8,NA,0
"3951","c15_emoskovchenko",37,"BC",4.3,8.2,4.5,NA,"accept",6563,5.7,TRUE,"c",1,1,5.8,4.3,4.8,NA,1
"3952","c15_emoskovchenko",38,"SC",4.7,NA,4,0,"reject",5886,0,FALSE,"c",1,1,3.3,4.3,5.9,NA,0
"3953","c15_emoskovchenko",38,"NC",4.8,NA,3.8,NA,"accept",8386,5.2,TRUE,"c",1,0,4.3,4.7,4.8,NA,0
"3954","c15_emoskovchenko",38,"BC",4.8,8.1,6.9,NA,"reject",6236,0,FALSE,"c",1,1,4.3,4.8,8.4,NA,0
"3955","c15_emoskovchenko",39,"SC",5.9,NA,2.8,0.1,"accept",7773,4.1,TRUE,"c",0,0,4.7,4.8,4.6,NA,1
"3956","c15_emoskovchenko",39,"NC",4.8,NA,1.8,NA,"reject",7542,0,FALSE,"c",1,1,4.8,5.9,4.3,NA,1
"3957","c15_emoskovchenko",39,"BC",8.4,8.4,7,NA,"reject",8529,0,FALSE,"c",0,0,4.8,4.8,5.3,NA,1
"3958","c15_emoskovchenko",40,"SC",4.6,NA,2,0.1,"accept",8846,5.4,TRUE,"c",1,0,5.9,8.4,NA,NA,1
"3959","c15_emoskovchenko",40,"NC",4.3,NA,1.3,NA,"accept",6279,5.7,TRUE,"c",0,1,4.8,4.6,NA,NA,0
"3960","c15_emoskovchenko",40,"BC",5.3,8.1,7.5,NA,"reject",7903,0,FALSE,"c",0,1,8.4,4.3,NA,NA,0
"3961","c16_tkurbasova",1,"SC",5.5,NA,4.5,4,"reject",8438,0,FALSE,"c",NA,NA,NA,NA,6.9,NA,NA
"3962","c16_tkurbasova",1,"BC",8.3,6.9,1,NA,"accept",7310,1.7,TRUE,"c",NA,0,NA,5.5,8,NA,NA
"3963","c16_tkurbasova",1,"NC",7.2,NA,4.5,NA,"accept",8038,2.8,TRUE,"c",NA,1,NA,8.3,7.1,NA,NA
"3964","c16_tkurbasova",2,"SC",6.9,NA,3,3.5,"accept",8148,3.1,TRUE,"c",0,1,5.5,7.2,6.3,NA,1
"3965","c16_tkurbasova",2,"BC",8,5,6.8,NA,"accept",7237,2,TRUE,"c",1,1,8.3,6.9,8.1,NA,1
"3966","c16_tkurbasova",2,"NC",7.1,NA,5,NA,"accept",7371,2.9,TRUE,"c",1,1,7.2,8,7.1,NA,1
"3967","c16_tkurbasova",3,"SC",6.3,NA,5,4.5,"accept",8241,3.7,TRUE,"c",1,1,6.9,7.1,6,NA,1
"3968","c16_tkurbasova",3,"BC",8.1,4.8,4.2,NA,"accept",10114,1.9,TRUE,"c",1,1,8,6.3,8,NA,0
"3969","c16_tkurbasova",3,"NC",7.1,NA,4.9,NA,"accept",7799,2.9,TRUE,"c",1,1,7.1,8.1,6.7,NA,1
"3970","c16_tkurbasova",4,"SC",6,NA,3,0.1,"accept",7008,4,TRUE,"c",1,1,6.3,7.1,5.8,NA,1
"3971","c16_tkurbasova",4,"BC",8,7.7,3,NA,"accept",7233,2,TRUE,"c",1,1,8.1,6,7.9,NA,1
"3972","c16_tkurbasova",4,"NC",6.7,NA,3.9,NA,"accept",8935,3.3,TRUE,"c",1,1,7.1,8,6.1,NA,1
"3973","c16_tkurbasova",5,"SC",5.8,NA,0.2,2,"reject",8918,0,FALSE,"c",1,1,6,6.7,6,NA,1
"3974","c16_tkurbasova",5,"BC",7.9,6.1,6,NA,"accept",8937,2.1,TRUE,"c",1,0,8,5.8,7.9,NA,1
"3975","c16_tkurbasova",5,"NC",6.1,NA,4,NA,"accept",9002,3.9,TRUE,"c",1,1,6.7,7.9,7.5,NA,1
"3976","c16_tkurbasova",6,"SC",6,NA,3.5,0.3,"reject",8299,0,FALSE,"c",0,1,5.8,6.1,7.3,NA,1
"3977","c16_tkurbasova",6,"BC",7.9,8.1,4.6,NA,"reject",8647,0,FALSE,"c",1,0,7.9,6,8.5,NA,1
"3978","c16_tkurbasova",6,"NC",7.5,NA,6.9,NA,"reject",7486,0,FALSE,"c",1,0,6.1,7.9,7.5,NA,0
"3979","c16_tkurbasova",7,"SC",7.3,NA,0.5,0,"reject",8654,0,FALSE,"c",0,0,6,7.5,7.1,NA,1
"3980","c16_tkurbasova",7,"BC",8.5,7.8,4,NA,"accept",9497,1.5,TRUE,"c",0,0,7.9,7.3,8.3,NA,1
"3981","c16_tkurbasova",7,"NC",7.5,NA,0,NA,"accept",8172,2.5,TRUE,"c",0,1,7.5,8.5,7,NA,0
"3982","c16_tkurbasova",8,"SC",7.1,NA,3.8,4,"accept",8414,2.9,TRUE,"c",0,1,7.3,7.5,7.2,NA,0
"3983","c16_tkurbasova",8,"BC",8.3,7.8,3,NA,"accept",9248,1.7,TRUE,"c",1,1,8.5,7.1,8,NA,1
"3984","c16_tkurbasova",8,"NC",7,NA,8.7,NA,"reject",7060,0,FALSE,"c",1,1,7.5,8.3,7.4,NA,1
"3985","c16_tkurbasova",9,"SC",7.2,NA,3.2,1,"accept",9083,2.8,TRUE,"c",1,0,7.1,7,6.7,NA,0
"3986","c16_tkurbasova",9,"BC",8,7.3,4.5,NA,"accept",7200,2,TRUE,"c",1,1,8.3,7.2,8.2,NA,1
"3987","c16_tkurbasova",9,"NC",7.4,NA,4.5,NA,"accept",7198,2.6,TRUE,"c",0,1,7,8,7.1,NA,1
"3988","c16_tkurbasova",10,"SC",6.7,NA,4,4.3,"accept",8723,3.3,TRUE,"c",1,1,7.2,7.4,6.6,NA,1
"3989","c16_tkurbasova",10,"BC",8.2,7.9,5,NA,"accept",8341,1.8,TRUE,"c",1,1,8,6.7,8.4,NA,0
"3990","c16_tkurbasova",10,"NC",7.1,NA,1.8,NA,"reject",8867,0,FALSE,"c",1,1,7.4,8.2,7.1,NA,1
"3991","c16_tkurbasova",11,"SC",6.6,NA,2.8,0,"accept",6661,3.4,TRUE,"c",1,0,6.7,7.1,6.1,NA,1
"3992","c16_tkurbasova",11,"BC",8.4,8.2,4,NA,"accept",8376,1.6,TRUE,"c",1,1,8.2,6.6,8.2,NA,0
"3993","c16_tkurbasova",11,"NC",7.1,NA,4,NA,"accept",9041,2.9,TRUE,"c",0,1,7.1,8.4,7,NA,0
"3994","c16_tkurbasova",12,"SC",6.1,NA,2,4,"accept",6996,3.9,TRUE,"c",1,1,6.6,7.1,6.8,NA,1
"3995","c16_tkurbasova",12,"BC",8.2,7.9,4,NA,"accept",8054,1.8,TRUE,"c",1,1,8.4,6.1,8.3,NA,1
"3996","c16_tkurbasova",12,"NC",7,NA,4.6,NA,"reject",9180,0,FALSE,"c",1,1,7.1,8.2,7.4,NA,1
"3997","c16_tkurbasova",13,"SC",6.8,NA,2.2,0,"accept",8895,3.2,TRUE,"c",1,0,6.1,7,6.5,NA,0
"3998","c16_tkurbasova",13,"BC",8.3,8,0.1,NA,"accept",9202,1.7,TRUE,"c",1,1,8.2,6.8,7.9,NA,0
"3999","c16_tkurbasova",13,"NC",7.4,NA,3.8,NA,"reject",7075,0,FALSE,"c",0,1,7,8.3,7.3,NA,1
"4000","c16_tkurbasova",14,"SC",6.5,NA,2.9,0.1,"reject",6316,0,FALSE,"c",1,0,6.8,7.4,6.8,NA,1
"4001","c16_tkurbasova",14,"BC",7.9,7.3,5,NA,"accept",8256,2.1,TRUE,"c",1,0,8.3,6.5,8.3,NA,1
"4002","c16_tkurbasova",14,"NC",7.3,NA,1.6,NA,"reject",7170,0,FALSE,"c",0,1,7.4,7.9,7.6,NA,0
"4003","c16_tkurbasova",15,"SC",6.8,NA,1,3.4,"accept",7407,3.2,TRUE,"c",0,0,6.5,7.3,7.1,NA,1
"4004","c16_tkurbasova",15,"BC",8.3,8.9,3.1,NA,"accept",8840,1.7,TRUE,"c",1,1,7.9,6.8,8.1,NA,0
"4005","c16_tkurbasova",15,"NC",7.6,NA,3.1,NA,"accept",8363,2.4,TRUE,"c",0,1,7.3,8.3,7.8,NA,1
