"","sid","block_n","snb","bid","b2_bid","s1_rp","s2_rp","outcome","rt","profit","out_bool","cond","out_prev","out_aprev","bid_prev","bid_aprev","bid_next","bid_anext","dl"
"1148","b10_amusharapov",23,"BC",8.4,8.1,2,NA,"accept",9505,1.6,TRUE,"b",0,1,8.2,2.7,8,3.5,1
"1149","b10_amusharapov",23,"NC",3.5,NA,6.2,NA,"reject",12407,0,FALSE,"b",1,1,3.4,8.4,3.9,3,0
"1150","b10_amusharapov",24,"SC",3,NA,2.8,5,"accept",8054,7,TRUE,"b",1,0,2.7,3.5,3,8,0
"1151","b10_amusharapov",24,"BC",8,8.2,7,NA,"reject",7704,0,FALSE,"b",1,1,8.4,3,7.5,3.9,1
"1152","b10_amusharapov",24,"NC",3.9,NA,4,NA,"reject",7385,0,FALSE,"b",0,0,3.5,8,4.5,3,1
"1153","b10_amusharapov",25,"SC",3,NA,4.5,2.4,"accept",8895,7,TRUE,"b",1,0,3,3.9,2.7,7.5,1
"1154","b10_amusharapov",25,"BC",7.5,6.8,4,NA,"accept",8977,2.5,TRUE,"b",0,1,8,3,8.3,4.5,0
"1155","b10_amusharapov",25,"NC",4.5,NA,3,NA,"accept",6890,5.5,TRUE,"b",0,1,3.9,7.5,4.3,2.7,1
"1156","b10_amusharapov",26,"SC",2.7,NA,4.1,5.6,"reject",7014,0,FALSE,"b",1,1,3,4.5,3.3,8.3,1
"1157","b10_amusharapov",26,"BC",8.3,7,6.8,NA,"accept",6575,1.7,TRUE,"b",1,0,7.5,2.7,8.1,4.3,0
"1158","b10_amusharapov",26,"NC",4.3,NA,4,NA,"accept",7742,5.7,TRUE,"b",1,1,4.5,8.3,4.5,3.3,1
"1159","b10_amusharapov",27,"SC",3.3,NA,4.7,6.2,"reject",7546,0,FALSE,"b",0,1,2.7,4.3,4.1,8.1,1
"1160","b10_amusharapov",27,"BC",8.1,6.3,5,NA,"accept",8021,1.9,TRUE,"b",1,0,8.3,3.3,8,4.5,1
"1161","b10_amusharapov",27,"NC",4.5,NA,3.4,NA,"accept",6629,5.5,TRUE,"b",1,1,4.3,8.1,4,4.1,0
"1162","b10_amusharapov",28,"SC",4.1,NA,4.1,2,"accept",8568,5.9,TRUE,"b",0,1,3.3,4.5,3.9,8,1
"1163","b10_amusharapov",28,"BC",8,7.3,6.8,NA,"accept",9093,2,TRUE,"b",1,1,8.1,4.1,8.3,4,1
"1164","b10_amusharapov",28,"NC",4,NA,0,NA,"accept",8945,6,TRUE,"b",1,1,4.5,8,4,3.9,1
"1165","b10_amusharapov",29,"SC",3.9,NA,0.2,4,"accept",6758,6.1,TRUE,"b",1,1,4.1,4,3.5,8.3,1
"1166","b10_amusharapov",29,"BC",8.3,6,4.5,NA,"accept",9151,1.7,TRUE,"b",1,1,8,3.9,8,4,0
"1167","b10_amusharapov",29,"NC",4,NA,3.2,NA,"accept",13193,6,TRUE,"b",1,1,4,8.3,4,3.5,1
"1168","b10_amusharapov",30,"SC",3.5,NA,3.5,2,"accept",6353,6.5,TRUE,"b",1,1,3.9,4,3.3,8,1
"1169","b10_amusharapov",30,"BC",8,7.8,2.5,NA,"accept",9319,2,TRUE,"b",1,1,8.3,3.5,8,4,1
"1170","b10_amusharapov",30,"NC",4,NA,3,NA,"accept",8948,6,TRUE,"b",1,1,4,8,4.5,3.3,1
"1171","b10_amusharapov",31,"SC",3.3,NA,4,2,"accept",8128,6.7,TRUE,"b",1,1,3.5,4,3.4,8,1
"1172","b10_amusharapov",31,"BC",8,8.5,2.4,NA,"reject",8137,0,FALSE,"b",1,1,8,3.3,8,4.5,1
"1173","b10_amusharapov",31,"NC",4.5,NA,3,NA,"accept",6385,5.5,TRUE,"b",1,0,4,8,4.1,3.4,0
"1174","b10_amusharapov",32,"SC",3.4,NA,2,2,"accept",13247,6.6,TRUE,"b",1,1,3.3,4.5,3.7,8,0
"1175","b10_amusharapov",32,"BC",8,8,7.5,NA,"reject",8535,0,FALSE,"b",0,1,8,3.4,8.1,4.1,0
"1176","b10_amusharapov",32,"NC",4.1,NA,4.5,NA,"reject",9806,0,FALSE,"b",1,0,4.5,8,4.5,3.7,1
"1177","b10_amusharapov",33,"SC",3.7,NA,2,4.2,"accept",8154,6.3,TRUE,"b",1,0,3.4,4.1,3.5,8.1,0
"1178","b10_amusharapov",33,"BC",8.1,5.7,4.8,NA,"accept",9293,1.9,TRUE,"b",0,1,8,3.7,8.2,4.5,1
"1179","b10_amusharapov",33,"NC",4.5,NA,6.9,NA,"reject",9684,0,FALSE,"b",0,1,4.1,8.1,4.5,3.5,1
"1180","b10_amusharapov",34,"SC",3.5,NA,2,4.5,"accept",5781,6.5,TRUE,"b",1,0,3.7,4.5,3.3,8.2,1
"1181","b10_amusharapov",34,"BC",8.2,5.7,0,NA,"accept",7310,1.8,TRUE,"b",1,1,8.1,3.5,8.2,4.5,0
"1182","b10_amusharapov",34,"NC",4.5,NA,4,NA,"accept",11875,5.5,TRUE,"b",0,1,4.5,8.2,5,3.3,0
"1183","b10_amusharapov",35,"SC",3.3,NA,1,2,"accept",9386,6.7,TRUE,"b",1,1,3.5,4.5,3.4,8.2,1
"1184","b10_amusharapov",35,"BC",8.2,8.5,5,NA,"reject",6473,0,FALSE,"b",1,1,8.2,3.3,8.2,5,1
"1185","b10_amusharapov",35,"NC",5,NA,2.3,NA,"accept",6769,5,TRUE,"b",1,0,4.5,8.2,4.5,3.4,0
"1186","b10_amusharapov",36,"SC",3.4,NA,2.8,0,"accept",7116,6.6,TRUE,"b",1,1,3.3,5,3,8.2,0
"1187","b10_amusharapov",36,"BC",8.2,8,4.7,NA,"accept",9406,1.8,TRUE,"b",0,1,8.2,3.4,8.6,4.5,0
"1188","b10_amusharapov",36,"NC",4.5,NA,4.2,NA,"accept",6684,5.5,TRUE,"b",1,1,5,8.2,4.4,3,1
"1189","b10_amusharapov",37,"SC",3,NA,3,1.1,"accept",7181,7,TRUE,"b",1,1,3.4,4.5,3,8.6,1
"1190","b10_amusharapov",37,"BC",8.6,8,5.9,NA,"accept",9246,1.4,TRUE,"b",1,1,8.2,3,8.6,4.4,0
"1191","b10_amusharapov",37,"NC",4.4,NA,3.8,NA,"accept",9276,5.6,TRUE,"b",1,1,4.5,8.6,4,3,1
"1192","b10_amusharapov",38,"SC",3,NA,2.8,3.5,"accept",10326,7,TRUE,"b",1,1,3,4.4,3,8.6,1
"1193","b10_amusharapov",38,"BC",8.6,7.6,3,NA,"accept",10294,1.4,TRUE,"b",1,1,8.6,3,8.5,4,1
"1194","b10_amusharapov",38,"NC",4,NA,2,NA,"accept",12684,6,TRUE,"b",1,1,4.4,8.6,4,3,1
"1195","b10_amusharapov",39,"SC",3,NA,2.9,0,"accept",7756,7,TRUE,"b",1,1,3,4,3,8.5,1
"1196","b10_amusharapov",39,"BC",8.5,4.5,1.6,NA,"accept",9349,1.5,TRUE,"b",1,1,8.6,3,8.6,4,1
"1197","b10_amusharapov",39,"NC",4,NA,0,NA,"accept",12544,6,TRUE,"b",1,1,4,8.5,4.4,3,1
"1198","b10_amusharapov",40,"SC",3,NA,3.9,2.2,"accept",7566,7,TRUE,"b",1,1,3,4,NA,8.6,1
"1199","b10_amusharapov",40,"BC",8.6,8.6,7.5,NA,"reject",11361,0,FALSE,"b",1,1,8.5,3,NA,4.4,0
"1200","b10_amusharapov",40,"NC",4.4,NA,4,NA,"accept",7690,5.6,TRUE,"b",1,0,4,8.6,NA,NA,0
"1201","b11_ntsoy",1,"BC",5.9,6.8,3.9,NA,"reject",8062,0,FALSE,"b",NA,NA,NA,NA,7.4,6.8,NA
"1202","b11_ntsoy",1,"NC",6.8,NA,4.5,NA,"accept",9245,3.2,TRUE,"b",NA,0,NA,5.9,5.2,5.5,NA
"1203","b11_ntsoy",1,"SC",5.5,NA,3.5,4.1,"accept",8039,4.5,TRUE,"b",NA,1,NA,6.8,4.1,7.4,NA
"1204","b11_ntsoy",2,"BC",7.4,6.8,4,NA,"accept",9415,2.6,TRUE,"b",0,1,5.9,5.5,7,5.2,1
"1205","b11_ntsoy",2,"NC",5.2,NA,1,NA,"accept",8625,4.8,TRUE,"b",1,1,6.8,7.4,5.3,4.1,1
"1206","b11_ntsoy",2,"SC",4.1,NA,4.1,3.5,"accept",7044,5.9,TRUE,"b",1,1,5.5,5.2,3.3,7,1
"1207","b11_ntsoy",3,"BC",7,7.3,0.1,NA,"reject",7158,0,FALSE,"b",1,1,7.4,4.1,7.4,5.3,1
"1208","b11_ntsoy",3,"NC",5.3,NA,4,NA,"accept",8446,4.7,TRUE,"b",1,0,5.2,7,5.1,3.3,0
"1209","b11_ntsoy",3,"SC",3.3,NA,3.9,6.2,"reject",6461,0,FALSE,"b",1,1,4.1,5.3,4.5,7.4,1
"1210","b11_ntsoy",4,"BC",7.4,7.5,4.3,NA,"reject",8285,0,FALSE,"b",0,0,7,3.3,7.8,5.1,1
"1211","b11_ntsoy",4,"NC",5.1,NA,4.6,NA,"accept",7893,4.9,TRUE,"b",1,0,5.3,7.4,4.1,4.5,1
"1212","b11_ntsoy",4,"SC",4.5,NA,3.2,0.1,"accept",6341,5.5,TRUE,"b",0,1,3.3,5.1,3.9,7.8,1
"1213","b11_ntsoy",5,"BC",7.8,2.5,5,NA,"accept",9210,2.2,TRUE,"b",0,1,7.4,4.5,7.6,4.1,1
"1214","b11_ntsoy",5,"NC",4.1,NA,5,NA,"reject",9381,0,FALSE,"b",1,1,5.1,7.8,4.3,3.9,1
"1215","b11_ntsoy",5,"SC",3.9,NA,3.6,4,"accept",8609,6.1,TRUE,"b",1,0,4.5,4.1,4.1,7.6,1
"1216","b11_ntsoy",6,"BC",7.6,5.7,4.5,NA,"accept",7893,2.4,TRUE,"b",1,1,7.8,3.9,7.6,4.3,1
"1217","b11_ntsoy",6,"NC",4.3,NA,5,NA,"reject",7974,0,FALSE,"b",0,1,4.1,7.6,5.5,4.1,1
"1218","b11_ntsoy",6,"SC",4.1,NA,3.5,2,"accept",8232,5.9,TRUE,"b",1,0,3.9,4.3,4.4,7.6,0
"1219","b11_ntsoy",7,"BC",7.6,8.2,3,NA,"reject",8607,0,FALSE,"b",1,1,7.6,4.1,7.5,5.5,1
"1220","b11_ntsoy",7,"NC",5.5,NA,4,NA,"accept",6415,4.5,TRUE,"b",0,0,4.3,7.6,5.1,4.4,1
"1221","b11_ntsoy",7,"SC",4.4,NA,1,4,"accept",8613,5.6,TRUE,"b",1,1,4.1,5.5,4.6,7.5,0
"1222","b11_ntsoy",8,"BC",7.5,7.8,4,NA,"reject",9604,0,FALSE,"b",0,1,7.6,4.4,8.2,5.1,0
"1223","b11_ntsoy",8,"NC",5.1,NA,2,NA,"accept",10380,4.9,TRUE,"b",1,0,5.5,7.5,5,4.6,1
"1224","b11_ntsoy",8,"SC",4.6,NA,3.8,3.5,"accept",8386,5.4,TRUE,"b",1,1,4.4,5.1,4.8,8.2,0
"1225","b11_ntsoy",9,"BC",8.2,7.9,4,NA,"accept",7344,1.8,TRUE,"b",0,1,7.5,4.6,7.6,5,1
"1226","b11_ntsoy",9,"NC",5,NA,2.3,NA,"accept",8503,5,TRUE,"b",1,1,5.1,8.2,5.7,4.8,1
"1227","b11_ntsoy",9,"SC",4.8,NA,3.2,0.1,"accept",9226,5.2,TRUE,"b",1,1,4.6,5,3.5,7.6,0
"1228","b11_ntsoy",10,"BC",7.6,7.9,4,NA,"reject",9254,0,FALSE,"b",1,1,8.2,4.8,8.1,5.7,1
"1229","b11_ntsoy",10,"NC",5.7,NA,3.1,NA,"accept",7777,4.3,TRUE,"b",1,0,5,7.6,3.6,3.5,0
"1230","b11_ntsoy",10,"SC",3.5,NA,3.2,4.3,"accept",7286,6.5,TRUE,"b",1,1,4.8,5.7,3.3,8.1,1
"1231","b11_ntsoy",11,"BC",8.1,7.5,0,NA,"accept",7807,1.9,TRUE,"b",0,1,7.6,3.5,7.8,3.6,1
"1232","b11_ntsoy",11,"NC",3.6,NA,0,NA,"accept",7171,6.4,TRUE,"b",1,1,5.7,8.1,4.7,3.3,1
"1233","b11_ntsoy",11,"SC",3.3,NA,2,0,"accept",9338,6.7,TRUE,"b",1,1,3.5,3.6,3.1,7.8,1
"1234","b11_ntsoy",12,"BC",7.8,8.1,3.5,NA,"reject",7859,0,FALSE,"b",1,1,8.1,3.3,8.4,4.7,1
"1235","b11_ntsoy",12,"NC",4.7,NA,2.9,NA,"accept",8486,5.3,TRUE,"b",1,0,3.6,7.8,4.6,3.1,0
"1236","b11_ntsoy",12,"SC",3.1,NA,3,3.5,"accept",6940,6.9,TRUE,"b",1,1,3.3,4.7,3.6,8.4,1
"1237","b11_ntsoy",13,"BC",8.4,8,4.5,NA,"accept",8238,1.6,TRUE,"b",0,1,7.8,3.1,8.2,4.6,1
"1238","b11_ntsoy",13,"NC",4.6,NA,3.8,NA,"accept",7499,5.4,TRUE,"b",1,1,4.7,8.4,3.5,3.6,1
"1239","b11_ntsoy",13,"SC",3.6,NA,2,1,"accept",8369,6.4,TRUE,"b",1,1,3.1,4.6,2.8,8.2,0
"1240","b11_ntsoy",14,"BC",8.2,8.2,1,NA,"accept",8000,1.8,TRUE,"b",1,1,8.4,3.6,8.1,3.5,1
"1241","b11_ntsoy",14,"NC",3.5,NA,4.8,NA,"reject",9441,0,FALSE,"b",1,1,4.6,8.2,4.2,2.8,1
"1242","b11_ntsoy",14,"SC",2.8,NA,2.1,3.4,"accept",7574,7.2,TRUE,"b",1,0,3.6,3.5,2.8,8.1,1
"1243","b11_ntsoy",15,"BC",8.1,8.1,4.8,NA,"accept",10009,1.9,TRUE,"b",1,1,8.2,2.8,7.2,4.2,1
"1244","b11_ntsoy",15,"NC",4.2,NA,2,NA,"accept",8613,5.8,TRUE,"b",0,1,3.5,8.1,4.1,2.8,1
"1245","b11_ntsoy",15,"SC",2.8,NA,2,0,"accept",8109,7.2,TRUE,"b",1,1,2.8,4.2,2.7,7.2,1
"1246","b11_ntsoy",16,"BC",7.2,7.8,5.6,NA,"reject",6179,0,FALSE,"b",1,1,8.1,2.8,8.2,4.1,1
"1247","b11_ntsoy",16,"NC",4.1,NA,3.1,NA,"accept",8853,5.9,TRUE,"b",1,0,4.2,7.2,3.9,2.7,1
"1248","b11_ntsoy",16,"SC",2.7,NA,2,0,"accept",8938,7.3,TRUE,"b",1,1,2.8,4.1,3.4,8.2,1
"1249","b11_ntsoy",17,"BC",8.2,8.8,8,NA,"reject",7881,0,FALSE,"b",0,1,7.2,2.7,8.5,3.9,1
"1250","b11_ntsoy",17,"NC",3.9,NA,1,NA,"accept",7981,6.1,TRUE,"b",1,0,4.1,8.2,3.8,3.4,1
"1251","b11_ntsoy",17,"SC",3.4,NA,1.5,0,"accept",6960,6.6,TRUE,"b",1,1,2.7,3.9,2.6,8.5,0
"1252","b11_ntsoy",18,"BC",8.5,8.1,3.5,NA,"accept",9528,1.5,TRUE,"b",0,1,8.2,3.4,8.5,3.8,1
"1253","b11_ntsoy",18,"NC",3.8,NA,3,NA,"accept",7910,6.2,TRUE,"b",1,1,3.9,8.5,3.9,2.6,1
"1254","b11_ntsoy",18,"SC",2.6,NA,1,6.3,"accept",7441,7.4,TRUE,"b",1,1,3.4,3.8,2.7,8.5,1
"1255","b11_ntsoy",19,"BC",8.5,8.7,8.1,NA,"reject",8577,0,FALSE,"b",1,1,8.5,2.6,8.3,3.9,1
"1256","b11_ntsoy",19,"NC",3.9,NA,1,NA,"accept",8536,6.1,TRUE,"b",1,0,3.8,8.5,3.9,2.7,0
"1257","b11_ntsoy",19,"SC",2.7,NA,1,3.4,"accept",9141,7.3,TRUE,"b",1,1,2.6,3.9,2.8,8.3,0
"1258","b11_ntsoy",20,"BC",8.3,8.7,7,NA,"reject",9343,0,FALSE,"b",0,1,8.5,2.7,8.9,3.9,0
"1259","b11_ntsoy",20,"NC",3.9,NA,6.5,NA,"reject",7518,0,FALSE,"b",1,0,3.9,8.3,4.3,2.8,1
"1260","b11_ntsoy",20,"SC",2.8,NA,3,0,"accept",7358,7.2,TRUE,"b",1,0,2.7,3.9,2.8,8.9,0
"1261","b11_ntsoy",21,"BC",8.9,8.4,0.1,NA,"accept",10322,1.1,TRUE,"b",0,1,8.3,2.8,8.7,4.3,1
"1262","b11_ntsoy",21,"NC",4.3,NA,0.1,NA,"accept",7082,5.7,TRUE,"b",0,1,3.9,8.9,4.2,2.8,1
"1263","b11_ntsoy",21,"SC",2.8,NA,1,0.1,"accept",9193,7.2,TRUE,"b",1,1,2.8,4.3,2.8,8.7,1
"1264","b11_ntsoy",22,"BC",8.7,8.8,1,NA,"reject",11786,0,FALSE,"b",1,1,8.9,2.8,9,4.2,1
"1265","b11_ntsoy",22,"NC",4.2,NA,0.1,NA,"accept",8658,5.8,TRUE,"b",1,0,4.3,8.7,4.4,2.8,1
"1266","b11_ntsoy",22,"SC",2.8,NA,4.3,3.5,"reject",8535,0,FALSE,"b",1,1,2.8,4.2,3.3,9,1
"1267","b11_ntsoy",23,"BC",9,8.1,0.8,NA,"accept",9766,1,TRUE,"b",0,0,8.7,2.8,9.1,4.4,1
"1268","b11_ntsoy",23,"NC",4.4,NA,1,NA,"accept",7436,5.6,TRUE,"b",1,1,4.2,9,4.3,3.3,0
"1269","b11_ntsoy",23,"SC",3.3,NA,0.1,0,"accept",7755,6.7,TRUE,"b",0,1,2.8,4.4,3.1,9.1,1
"1270","b11_ntsoy",24,"BC",9.1,9,0.1,NA,"accept",8251,0.9,TRUE,"b",1,1,9,3.3,8.8,4.3,0
"1271","b11_ntsoy",24,"NC",4.3,NA,0,NA,"accept",7376,5.7,TRUE,"b",1,1,4.4,9.1,4.5,3.1,1
"1272","b11_ntsoy",24,"SC",3.1,NA,2.2,3,"accept",9159,6.9,TRUE,"b",1,1,3.3,4.3,3,8.8,1
"1273","b11_ntsoy",25,"BC",8.8,6.8,3.9,NA,"accept",8350,1.2,TRUE,"b",1,1,9.1,3.1,8.8,4.5,1
"1274","b11_ntsoy",25,"NC",4.5,NA,4.5,NA,"accept",8037,5.5,TRUE,"b",1,1,4.3,8.8,4,3,0
"1275","b11_ntsoy",25,"SC",3,NA,3.5,4.1,"reject",7084,0,FALSE,"b",1,1,3.1,4.5,3.2,8.8,1
"1276","b11_ntsoy",26,"BC",8.8,6.8,4,NA,"accept",8922,1.2,TRUE,"b",1,0,8.8,3,8.7,4,1
"1277","b11_ntsoy",26,"NC",4,NA,1,NA,"accept",7842,6,TRUE,"b",1,1,4.5,8.8,4.1,3.2,1
"1278","b11_ntsoy",26,"SC",3.2,NA,4.1,3.5,"reject",8670,0,FALSE,"b",0,1,3,4,3.7,8.7,1
"1279","b11_ntsoy",27,"BC",8.7,7.3,0.1,NA,"accept",8839,1.3,TRUE,"b",1,0,8.8,3.2,8.6,4.1,1
"1280","b11_ntsoy",27,"NC",4.1,NA,4,NA,"accept",6887,5.9,TRUE,"b",1,1,4,8.7,4.4,3.7,0
"1281","b11_ntsoy",27,"SC",3.7,NA,3.9,6.2,"reject",6850,0,FALSE,"b",0,1,3.2,4.1,4.3,8.6,1
"1282","b11_ntsoy",28,"BC",8.6,7.5,4.3,NA,"accept",8691,1.4,TRUE,"b",1,0,8.7,3.7,8.7,4.4,1
"1283","b11_ntsoy",28,"NC",4.4,NA,4.6,NA,"reject",8047,0,FALSE,"b",1,1,4.1,8.6,4.9,4.3,0
"1284","b11_ntsoy",28,"SC",4.3,NA,3.2,0.1,"accept",7596,5.7,TRUE,"b",0,0,3.7,4.4,4.2,8.7,1
"1285","b11_ntsoy",29,"BC",8.7,2.5,5,NA,"accept",10600,1.3,TRUE,"b",1,1,8.6,4.3,8.5,4.9,0
"1286","b11_ntsoy",29,"NC",4.9,NA,5,NA,"reject",7776,0,FALSE,"b",0,1,4.4,8.7,5.3,4.2,1
"1287","b11_ntsoy",29,"SC",4.2,NA,3.6,4,"accept",7905,5.8,TRUE,"b",1,0,4.3,4.9,4.5,8.5,1
"1288","b11_ntsoy",30,"BC",8.5,5.7,4.5,NA,"accept",9430,1.5,TRUE,"b",1,1,8.7,4.2,8.3,5.3,1
"1289","b11_ntsoy",30,"NC",5.3,NA,5,NA,"accept",7409,4.7,TRUE,"b",0,1,4.9,8.5,5.2,4.5,1
"1290","b11_ntsoy",30,"SC",4.5,NA,3.5,2,"accept",6655,5.5,TRUE,"b",1,1,4.2,5.3,4.2,8.3,0
"1291","b11_ntsoy",31,"BC",8.3,8.2,3,NA,"accept",7157,1.7,TRUE,"b",1,1,8.5,4.5,8.5,5.2,1
"1292","b11_ntsoy",31,"NC",5.2,NA,4,NA,"accept",7953,4.8,TRUE,"b",1,1,5.3,8.3,4.8,4.2,1
"1293","b11_ntsoy",31,"SC",4.2,NA,1,4,"accept",7894,5.8,TRUE,"b",1,1,4.5,5.2,3.7,8.5,1
"1294","b11_ntsoy",32,"BC",8.5,7.8,4,NA,"accept",7415,1.5,TRUE,"b",1,1,8.3,4.2,8.4,4.8,0
"1295","b11_ntsoy",32,"NC",4.8,NA,2,NA,"accept",8789,5.2,TRUE,"b",1,1,5.2,8.5,4.6,3.7,1
"1296","b11_ntsoy",32,"SC",3.7,NA,3.8,3.5,"accept",6901,6.3,TRUE,"b",1,1,4.2,4.8,3.6,8.4,1
"1297","b11_ntsoy",33,"BC",8.4,7.9,4,NA,"accept",7149,1.6,TRUE,"b",1,1,8.5,3.7,8.3,4.6,1
"1298","b11_ntsoy",33,"NC",4.6,NA,2.3,NA,"accept",8287,5.4,TRUE,"b",1,1,4.8,8.4,4.3,3.6,1
"1299","b11_ntsoy",33,"SC",3.6,NA,3.2,0.1,"accept",8164,6.4,TRUE,"b",1,1,3.7,4.6,3.3,8.3,1
"1300","b11_ntsoy",34,"BC",8.3,7.9,4,NA,"accept",8722,1.7,TRUE,"b",1,1,8.4,3.6,8.1,4.3,1
"1301","b11_ntsoy",34,"NC",4.3,NA,3.1,NA,"accept",9308,5.7,TRUE,"b",1,1,4.6,8.3,4.1,3.3,1
"1302","b11_ntsoy",34,"SC",3.3,NA,3.2,4.3,"accept",8306,6.7,TRUE,"b",1,1,3.6,4.3,3.1,8.1,1
"1303","b11_ntsoy",35,"BC",8.1,7.5,0,NA,"accept",6937,1.9,TRUE,"b",1,1,8.3,3.3,8.2,4.1,1
"1304","b11_ntsoy",35,"NC",4.1,NA,0,NA,"accept",10931,5.9,TRUE,"b",1,1,4.3,8.1,3.8,3.1,1
"1305","b11_ntsoy",35,"SC",3.1,NA,2,0,"accept",7687,6.9,TRUE,"b",1,1,3.3,4.1,3.2,8.2,1
"1306","b11_ntsoy",36,"BC",8.2,8.1,3.5,NA,"accept",8665,1.8,TRUE,"b",1,1,8.1,3.1,7.9,3.8,0
"1307","b11_ntsoy",36,"NC",3.8,NA,2.9,NA,"accept",7445,6.2,TRUE,"b",1,1,4.1,8.2,3.7,3.2,1
"1308","b11_ntsoy",36,"SC",3.2,NA,3,3.5,"accept",8281,6.8,TRUE,"b",1,1,3.1,3.8,3.3,7.9,0
"1309","b11_ntsoy",37,"BC",7.9,8,4.5,NA,"reject",8073,0,FALSE,"b",1,1,8.2,3.2,8.3,3.7,1
"1310","b11_ntsoy",37,"NC",3.7,NA,3.8,NA,"reject",9627,0,FALSE,"b",1,0,3.8,7.9,4.4,3.3,1
"1311","b11_ntsoy",37,"SC",3.3,NA,2,1,"accept",7787,6.7,TRUE,"b",1,0,3.2,3.7,3.6,8.3,0
"1312","b11_ntsoy",38,"BC",8.3,8.2,1,NA,"accept",9446,1.7,TRUE,"b",0,1,7.9,3.3,8.2,4.4,1
"1313","b11_ntsoy",38,"NC",4.4,NA,4.8,NA,"reject",9546,0,FALSE,"b",0,1,3.7,8.3,5.1,3.6,1
"1314","b11_ntsoy",38,"SC",3.6,NA,2.1,3.4,"accept",8698,6.4,TRUE,"b",1,0,3.3,4.4,3.6,8.2,0
"1315","b11_ntsoy",39,"BC",8.2,8.1,4.8,NA,"accept",10270,1.8,TRUE,"b",1,1,8.3,3.6,8.2,5.1,1
"1316","b11_ntsoy",39,"NC",5.1,NA,2,NA,"accept",8152,4.9,TRUE,"b",0,1,4.4,8.2,5,3.6,1
"1317","b11_ntsoy",39,"SC",3.6,NA,2,0,"accept",7607,6.4,TRUE,"b",1,1,3.6,5.1,3.4,8.2,1
"1318","b11_ntsoy",40,"BC",8.2,7.8,5.6,NA,"accept",9457,1.8,TRUE,"b",1,1,8.2,3.6,NA,5,1
"1319","b11_ntsoy",40,"NC",5,NA,3.1,NA,"accept",8349,5,TRUE,"b",1,1,5.1,8.2,NA,3.4,1
"1320","b11_ntsoy",40,"SC",3.4,NA,2,0,"accept",7889,6.6,TRUE,"b",1,1,3.6,5,NA,NA,1
"1321","b12_edesyatnikova",1,"BC",7.4,5.9,6.5,NA,"accept",9785,2.6,TRUE,"b",NA,NA,NA,NA,7.2,4.3,NA
"1322","b12_edesyatnikova",1,"SC",4.3,NA,1,4.5,"accept",13652,5.7,TRUE,"b",NA,1,NA,7.4,4.1,4,NA
"1323","b12_edesyatnikova",1,"NC",4,NA,5,NA,"reject",11100,0,FALSE,"b",NA,1,NA,4.3,4.4,7.2,NA
"1324","b12_edesyatnikova",2,"BC",7.2,6.9,4,NA,"accept",8790,2.8,TRUE,"b",1,0,7.4,4,7.1,4.1,1
"1325","b12_edesyatnikova",2,"SC",4.1,NA,4.1,4.8,"accept",10182,5.9,TRUE,"b",1,1,4.3,7.2,4.1,4.4,1
"1326","b12_edesyatnikova",2,"NC",4.4,NA,5.5,NA,"reject",9338,0,FALSE,"b",0,1,4,4.1,4.9,7.1,1
"1327","b12_edesyatnikova",3,"BC",7.1,6,3,NA,"accept",8914,2.9,TRUE,"b",1,0,7.2,4.4,7.1,4.1,1
"1328","b12_edesyatnikova",3,"SC",4.1,NA,2.6,4,"accept",8646,5.9,TRUE,"b",1,1,4.1,7.1,4.1,4.9,1
"1329","b12_edesyatnikova",3,"NC",4.9,NA,5,NA,"reject",8224,0,FALSE,"b",0,1,4.4,4.1,5.2,7.1,1
"1330","b12_edesyatnikova",4,"BC",7.1,6,5,NA,"accept",9190,2.9,TRUE,"b",1,0,7.1,4.9,7,4.1,1
"1331","b12_edesyatnikova",4,"SC",4.1,NA,3.2,0.1,"accept",9192,5.9,TRUE,"b",1,1,4.1,7.1,4,5.2,1
"1332","b12_edesyatnikova",4,"NC",5.2,NA,4.6,NA,"accept",7666,4.8,TRUE,"b",0,1,4.9,4.1,5,7,1
"1333","b12_edesyatnikova",5,"BC",7,6.6,0.1,NA,"accept",8958,3,TRUE,"b",1,1,7.1,5.2,7.1,4,1
"1334","b12_edesyatnikova",5,"SC",4,NA,0.2,2,"accept",11084,6,TRUE,"b",1,1,4.1,7,3.9,5,1
"1335","b12_edesyatnikova",5,"NC",5,NA,0,NA,"accept",6838,5,TRUE,"b",1,1,5.2,4,5,7.1,1
"1336","b12_edesyatnikova",6,"BC",7.1,5.7,4.5,NA,"accept",7336,2.9,TRUE,"b",1,1,7,5,7,3.9,0
"1337","b12_edesyatnikova",6,"SC",3.9,NA,1,2,"accept",6826,6.1,TRUE,"b",1,1,4,7.1,4.4,5,1
"1338","b12_edesyatnikova",6,"NC",5,NA,4.5,NA,"accept",10071,5,TRUE,"b",1,1,5,3.9,5.1,7,1
"1339","b12_edesyatnikova",7,"BC",7,8.1,6.8,NA,"reject",7803,0,FALSE,"b",1,1,7.1,5,7.7,4.4,1
"1340","b12_edesyatnikova",7,"SC",4.4,NA,0.5,0.1,"accept",7928,5.6,TRUE,"b",1,0,3.9,7,4,5.1,0
"1341","b12_edesyatnikova",7,"NC",5.1,NA,3,NA,"accept",7292,4.9,TRUE,"b",1,1,5,4.4,5.1,7.7,0
